Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,,,,,,,
2019-07-23,51.34199905,52.09600067,50.90000153,52.0340004,25115500,0,0,,,,,,,
2019-07-24,51.83399963,53.2140007,51.63199997,52.97600174,55364000,0,0,,,,,,,
2019-07-25,46.70000076,46.90000153,45.11000061,45.76399994,112091500,0,0,,,,,,,
2019-07-26,45.38399887,46.05199814,44.45000076,45.60800171,50138500,0,0,,,,,,,
2019-07-29,45.41799927,47.18799973,45.20600128,47.15399933,46366500,0,0,,,,,,,
2019-07-30,46.58000183,48.67200089,46.43600082,48.45199966,40545000,0,0,,,,,,,
2019-07-31,48.59999847,49.33599854,47.33000183,48.3219986,45891000,0,0,,,,,,,
2019-08-01,48.52999878,48.90200043,46.35400009,46.77000046,41297500,0,0,,,,,,,
2019-08-02,46.27000046,47.25400162,45.84600067,46.86800003,30682500,0,0,,,,,,,
2019-08-05,45.91999817,46.27399826,45.15599823,45.66400146,35141500,0,0,,,,,,,
2019-08-06,46.37599945,46.5,45.15000153,46.15000153,27821000,0,0,,,,,,,
2019-08-07,45.29999924,46.7140007,45.15999985,46.68399811,23882500,0,0,,,,,,,
2019-08-08,46.88999939,47.95999908,46.52999878,47.65999985,26371500,0,0,,,,,,,
2019-08-09,47.20999908,47.79199982,46.76200104,47.0019989,19491000,0,0,,,,,,,
2019-08-12,46.59799957,47.15399933,45.75,45.80199814,23319500,0,0,,,,,,,
2019-08-13,45.76200104,47.20000076,45.50999832,47,24240500,0,0,,,,,,,
2019-08-14,46.24200058,46.29999924,43.33800125,43.92399979,47813000,0,0,,,,,,,
2019-08-15,44.17200089,44.31200027,42.31000137,43.12799835,40798000,0,0,,,,,,,
2019-08-16,43.33200073,44.44800186,43.20399857,43.98799896,25492500,0,0,,,,,,,
2019-08-19,44.84199905,45.56600189,44.34000015,45.36600113,26548000,0,0,,,,,,,
2019-08-20,45.52399826,45.81800079,44.90800095,45.17200089,20626000,0,0,,,,,,,
2019-08-21,44.40200043,44.64400101,43.52000046,44.16600037,38971500,0,0,,,,,,,
2019-08-22,44.56000137,45.08000183,43.64400101,44.43000031,32795000,0,0,,,,,,,
2019-08-23,43.99399948,44.23400116,42.20000076,42.27999878,42693000,0,0,,,,,,,
2019-08-26,42.72000122,43.00400162,42.30799866,43,25259500,0,0,,,,,,,
2019-08-27,43.14799881,43.75999832,42.40599823,42.81600189,27081000,0,0,,,,,,,
2019-08-28,42.73799896,43.45000076,42.4620018,43.11800003,16127500,0,0,,,,,,,
2019-08-29,43.79999924,44.68000031,43.59999847,44.34199905,25897500,0,0,,,,,,,
2019-08-30,45.83000183,46.48799896,44.84199905,45.12200165,46603000,0,0,,,,,,,
2019-09-03,44.81600189,45.79000092,44.63199997,45.0019989,26770500,0,0,,,,,,,
2019-09-04,45.37799835,45.69200134,43.84199905,44.13600159,28805000,0,0,,,,,,,
2019-09-05,44.5,45.95999908,44.16999817,45.91600037,36976500,0,0,,,,,,,
2019-09-06,45.43999863,45.9280014,45.0340004,45.49000168,20947000,0,0,,,,,,,
2019-09-09,46,46.7519989,45.84600067,46.35800171,24013500,0,0,,,,,,,
2019-09-10,46.15999985,47.10800171,45.7879982,47.10800171,24418500,0,0,,,,,,,
2019-09-11,47.47600174,49.63399887,47.20000076,49.41999817,50214000,0,0,,,,,,,
2019-09-12,49.54000092,50.70000076,48.88000107,49.17399979,42906000,0,0,,,,,,,
2019-09-13,49.39199829,49.68999863,48.97399902,49.04000092,26565500,0,0,,,,,,,
2019-09-16,49.20000076,49.48600006,48.23400116,48.56200027,23640500,0,0,,,,,,,
2019-09-17,48.49399948,49.11999893,48.07400131,48.95800018,19327000,0,0,,,,,,,
2019-09-18,49,49.63399887,48.47399902,48.69800186,20851000,0,0,,,,,,,
2019-09-19,49.20000076,49.58800125,48.9679985,49.31999969,23979000,0,0,,,,,,,
2019-09-20,49.29800034,49.38999939,47.63199997,48.12400055,31765000,0,0,,,,,,,
2019-09-23,48,49.0359993,47.84400177,48.24599838,21701000,0,0,,,,,,,
2019-09-24,48.30400085,48.39799881,44.52199936,44.64199829,64457500,0,0,,,,,,,
2019-09-25,44.91199875,45.79600143,43.67200089,45.74000168,47135500,0,0,,,,,,,
2019-09-26,46.13199997,48.66199875,45.47999954,48.51200104,59422500,0,0,,,,,,,
2019-09-27,48.43999863,49.74200058,47.74599838,48.42599869,55582000,0,0,,,,,,,
2019-09-30,48.59999847,48.79600143,47.22200012,48.17399979,29399000,0,0,,,,,,,
2019-10-01,48.29999924,49.18999863,47.82600021,48.93799973,30813000,0,0,,,,,,,
2019-10-02,48.65800095,48.93000031,47.88600159,48.62599945,28157000,0,0,,,,,,,
2019-10-03,46.37200165,46.89599991,44.85599899,46.60599899,75422500,0,0,,,,,,,
2019-10-04,46.3219986,46.95600128,45.61399841,46.2859993,39975000,0,0,,,,,,,
2019-10-07,45.95999908,47.7120018,45.70999908,47.54399872,40321000,0,0,,,,,,,
2019-10-08,47.17399979,48.7879982,46.90000153,48.00999832,43391000,0,0,,,,,,,
2019-10-09,48.26399994,49.45999908,48.13000107,48.90599823,34472000,0,0,,,,,,,
2019-10-10,49.05599976,49.85599899,48.31600189,48.94800186,31416500,0,0,,,,,,,
2019-10-11,49.43000031,50.2159996,49.36199951,49.57799911,42377000,0,0,,,,,,,
2019-10-14,49.58000183,51.70999908,49.42599869,51.39199829,51025000,0,0,,,,,,,
2019-10-15,51.54000092,52,50.82400131,51.57799911,32164000,0,0,,,,,,,
2019-10-16,51.47800064,52.41999817,51.38399887,51.95000076,33420500,0,0,,,,,,,
2019-10-17,52.5,52.95600128,52.0340004,52.39400101,23846500,0,0,,,,,,,
2019-10-18,52.13999939,52.56000137,51.02000046,51.38999939,28749000,0,0,,,,,,,
2019-10-21,51.66600037,51.90000153,50.0359993,50.70000076,25101500,0,0,,,,,,,
2019-10-22,50.86399841,51.66600037,50.16999817,51.11600113,23004000,0,0,,,,,,,
2019-10-23,50.90000153,51.22800064,50.27000046,50.93600082,26305500,0,0,,,,,,,
2019-10-24,59.67399979,60.98600006,57.84000015,59.93600082,148604500,0,0,,,,,,,
2019-10-25,59.54399872,66,59.22200012,65.62599945,150030500,0,0,,,,,,,
2019-10-28,65.50800323,68.16799927,64.51999664,65.54199982,94351500,0,0,,,,,,,
2019-10-29,63.9980011,64.86000061,62.95000076,63.24399948,63421500,0,0,,,,,,,
2019-10-30,62.59999847,63.75799942,61.99399948,63.0019989,48209000,0,0,,,,,,,
2019-10-31,62.61999893,63.79999924,62.59999847,62.98400116,25335000,0,0,,,,,,,
2019-11-01,63.26399994,63.29600143,61.95999908,62.66199875,31919500,0,0,,,,,,,
2019-11-04,62.95999908,64.38800049,61.85200119,63.49399948,43935000,0,0,,,,,,,
2019-11-05,63.92399979,64.70200348,63.22399902,63.44400024,34717000,0,0,,,,,,,
2019-11-06,63.59999847,65.34400177,62.90000153,65.31600189,39704500,0,0,,,,,,,
2019-11-07,65.82800293,68.30000305,65.60399628,67.10800171,72336500,0,0,,,,,,,
2019-11-08,66.90000153,67.49199677,66.5,67.4280014,30346000,0,0,,,,,,,
2019-11-11,68.79000092,69.83799744,68.40000153,69.01799774,49933500,0,0,,,,,,,
2019-11-12,69.37999725,70.0739975,68.80799866,69.98600006,36797000,0,0,,,,,,,
2019-11-13,71,71.26599884,69.03600311,69.22200012,42100500,0,0,,,,,,,
2019-11-14,69.22200012,70.76799774,68.58200073,69.87000275,32324500,0,0,,,,,,,
2019-11-15,70.12799835,70.55999756,69.67199707,70.43399811,24045000,0,0,,,,,,,
2019-11-18,70.58399963,70.62999725,69.22000122,69.9980011,22002000,0,0,,,,,,,
2019-11-19,70.34999847,71.9980011,69.55999756,71.90399933,38624000,0,0,,,,,,,
2019-11-20,72,72.23999786,69.91400146,70.44400024,33625500,0,0,,,,,,,
2019-11-21,70.90200043,72.16799927,70.80000305,70.96600342,30550000,0,0,,,,,,,
2019-11-22,68.03199768,68.19999695,66,66.60800171,84353000,0,0,,,,,,,
2019-11-25,68.86399841,68.91400146,66.89199829,67.26799774,61697500,0,0,,,,,,,
2019-11-26,67.05400085,67.09999847,65.41999817,65.78399658,39737000,0,0,,,,,,,
2019-11-27,66.22399902,66.78600311,65.71399689,66.25800323,27778000,0,0,,,,,,,
2019-11-29,66.22200012,66.2519989,65.5,65.98799896,12328000,0,0,,,,,,,
2019-12-02,65.87999725,67.27600098,65.73799896,66.97399902,30372500,0,0,,,,,,,
2019-12-03,66.52400208,67.58200073,66.43800354,67.23999786,32868500,0,0,,,,,,,
2019-12-04,67.55000305,67.5719986,66.56999969,66.60600281,27665000,0,0,,,,,,,
2019-12-05,66.56600189,66.88400269,65.44999695,66.0739975,18623000,0,0,,,,,,,
2019-12-06,67,67.77200317,66.95400238,67.1780014,38062000,0,0,,,,,,,
2019-12-09,67.31800079,68.88999939,67.01599884,67.90599823,45115500,0,0,,,,,,,
2019-12-10,67.99199677,70.14600372,67.86199951,69.76799774,44141500,0,0,,,,,,,
2019-12-11,70.37599945,71.43800354,70.21800232,70.54000092,34489000,0,0,,,,,,,
2019-12-12,70.98400116,72.54799652,70.64600372,71.93599701,38819500,0,0,,,,,,,
2019-12-13,72.20999908,73.04199982,70.9280014,71.6780014,32854500,0,0,,,,,,,
2019-12-16,72.51000214,76.72200012,72.5,76.30000305,90871000,0,0,,,,,,,
2019-12-17,75.79799652,77.09999847,75.18000031,75.79799652,42484000,0,0,,,,,,,
2019-12-18,76.12599945,79.04399872,76.11599731,78.62999725,70605000,0,0,,,,,,,
2019-12-19,79.46399689,81.37000275,79.30000305,80.80799866,90535500,0,0,,,,,,,
2019-12-20,82.05799866,82.59999847,80.03800201,81.11799622,73763500,0,0,,,,,,,
2019-12-23,82.35600281,84.40200043,82,83.84400177,66598000,0,0,,,,,,,
2019-12-24,83.67199707,85.09400177,82.53800201,85.05000305,40273500,0,0,,,,,,,
2019-12-26,85.58200073,86.69599915,85.26999664,86.18800354,53169500,0,0,,,,,,,
2019-12-27,87,87.06199646,85.22200012,86.0759964,49728500,0,0,,,,,,,
2019-12-30,85.75800323,85.80000305,81.85199738,82.94000244,62932000,0,0,,,,,,,
2019-12-31,81,84.25800323,80.41600037,83.66600037,51428500,0,0,,,,,,,
2020-01-02,84.90000153,86.13999939,84.34200287,86.05200195,47660500,0,0,,,,,,,
2020-01-03,88.09999847,90.80000305,87.38400269,88.60199738,88892500,0,0,,,,,,,
2020-01-06,88.09400177,90.31199646,88,90.30799866,50665000,0,0,,,,,,,
2020-01-07,92.27999878,94.3259964,90.67199707,93.81199646,89410500,0,0,,,,,,,
2020-01-08,94.73999786,99.69799805,93.64600372,98.4280014,155721500,0,0,,,,,,,
2020-01-09,99.41999817,99.76000214,94.5739975,96.26799774,142202000,0,0,,,,,,,
2020-01-10,96.35800171,96.98799896,94.73999786,95.62999725,64797500,0,0,,,,,,,
2020-01-13,98.69999695,105.1259995,98.40000153,104.9720001,132588000,0,0,,,,,,,
2020-01-14,108.8519974,109.4820023,104.9800034,107.5839996,144981000,0,0,,,,,,,
2020-01-15,105.9520035,107.5680008,103.3580017,103.6999969,86844000,0,0,,,,,,,
2020-01-16,98.75,102.8919983,98.43399811,102.697998,108683500,0,0,,,,,,,
2020-01-17,101.5220032,103.1340027,100.6320038,102.0999985,68145500,0,0,,,,,,,
2020-01-21,106.0500031,109.7160034,105.6819992,109.4400024,89017500,0,0,,,,,,,
2020-01-22,114.3779984,118.9000015,111.8199997,113.9120026,156845000,0,0,,,,,,,
2020-01-23,112.8499985,116.4000015,111.1200027,114.4400024,98255000,0,0,,,,,,,
2020-01-24,114.1259995,114.7720032,110.8519974,112.9639969,71768000,0,0,,,,,,,
2020-01-27,108.3980026,112.8880005,107.8560028,111.6039963,68040500,0,0,,,,,,,
2020-01-28,113.697998,115.3619995,111.6159973,113.3799973,58942500,0,0,,,,,,,
2020-01-29,115.1380005,117.9599991,113.4860001,116.197998,89007500,0,0,,,,,,,
2020-01-30,126.4840012,130.1759949,123.5999985,128.1620026,145028500,0,0,,,,,,,
2020-01-31,128,130.6000061,126.5039978,130.1139984,78596500,0,0,,,,,,,
2020-02-03,134.7380066,157.2279968,134.7039948,156,235325000,0,0,,,,,,,
2020-02-04,176.5919952,193.7980042,166.776001,177.4120026,304694000,0,0,,,,,,,
2020-02-05,164.6519928,169.1959991,140.8220062,146.9400024,242119000,0,0,,,,,,,
2020-02-06,139.9839935,159.1660004,137.3999939,149.7920074,199404000,0,0,,,,,,,
2020-02-07,146.1100006,153.9499969,146,149.6139984,85317500,0,0,,,,,,,
2020-02-10,160,163.9980011,150.4799957,154.2559967,123446000,0,0,,,,,,,
2020-02-11,153.7579956,156.7019958,151.6000061,154.8760071,58487500,0,0,,,,,,,
2020-02-12,155.5740051,157.9499969,152.673996,153.4579926,60112500,0,0,,,,,,,
2020-02-13,148.3679962,163.6000061,147,160.8000031,131446500,0,0,,,,,,,
2020-02-14,157.4440002,162.5939941,157.1000061,160.0059967,78468500,0,0,,,,,,,
2020-02-18,168.3200073,172,166.4720001,171.6799927,81908500,0,0,,,,,,,
2020-02-19,184.6999969,188.9559937,180.2039948,183.4839935,127115000,0,0,,,,,,,
2020-02-20,182.3899994,182.3999939,171.9880066,179.8820038,88174500,0,0,,,,,,,
2020-02-21,181.3959961,182.6119995,176.0899963,180.1999969,71574000,0,0,,,,,,,
2020-02-24,167.8000031,172.6999969,164.4400024,166.7579956,75961000,0,0,,,,,,,
2020-02-25,169.8000031,171.3200073,157.3999939,159.9819946,86452500,0,0,,,,,,,
2020-02-26,156.5,162.6620026,155.2220001,155.7599945,70427500,0,0,,,,,,,
2020-02-27,146,147.9539948,133.8000031,135.8000031,121386000,0,0,,,,,,,
2020-02-28,125.9400024,138.1040039,122.3040009,133.5980072,121114500,0,0,,,,,,,
2020-03-02,142.2519989,148.7380066,137.3339996,148.723999,100975000,0,0,,,,,,,
2020-03-03,161,161.3959961,143.2220001,149.102005,128920000,0,0,,,,,,,
2020-03-04,152.7920074,153.3040009,144.9459991,149.8999939,75245000,0,0,,,,,,,
2020-03-05,144.7539978,149.1499939,143.6139984,144.9080048,54263500,0,0,,,,,,,
2020-03-06,138,141.3999939,136.8540039,140.6959991,63314500,0,0,,,,,,,
2020-03-09,121.0780029,132.6000061,121,121.5999985,85368500,0,0,,,,,,,
2020-03-10,131.8860016,133.6000061,121.5999985,129.0659943,77972000,0,0,,,,,,,
2020-03-11,128.0399933,130.7160034,122.5999985,126.8460007,66612500,0,0,,,,,,,
2020-03-12,116.1780014,118.9000015,109.25,112.1100006,94545500,0,0,,,,,,,
2020-03-13,119,121.5139999,100.4000015,109.3239975,113201500,0,0,,,,,,,
2020-03-16,93.90000153,98.97399902,88.43399811,89.01399994,102447500,0,0,,,,,,,
2020-03-17,88.0019989,94.37000275,79.19999695,86.04000092,119973000,0,0,,,,,,,
2020-03-18,77.80000305,80.97200012,70.10199738,72.2440033,118931000,0,0,,,,,,,
2020-03-19,74.94000244,90.40000153,71.69200134,85.52799988,150977500,0,0,,,,,,,
2020-03-20,87.63999939,95.40000153,85.15799713,85.5059967,141427500,0,0,,,,,,,
2020-03-23,86.72000122,88.40000153,82.09999847,86.85800171,82272500,0,0,,,,,,,
2020-03-24,95.45999908,102.737999,94.80000305,101,114476000,0,0,,,,,,,
2020-03-25,109.0500031,111.4000015,102.2220001,107.8499985,106113500,0,0,,,,,,,
2020-03-26,109.4779968,112,102.4499969,105.6320038,86903500,0,0,,,,,,,
2020-03-27,101,105.1600037,98.80599976,102.8720016,71887000,0,0,,,,,,,
2020-03-30,102.052002,103.3300018,98.2460022,100.4260025,59990500,0,0,,,,,,,
2020-03-31,100.25,108.5920029,99.40000153,104.8000031,88857500,0,0,,,,,,,
2020-04-01,100.8000031,102.7900009,95.01999664,96.31199646,66766000,0,0,,,,,,,
2020-04-02,96.20600128,98.85199738,89.27999878,90.89399719,99292000,0,0,,,,,,,
2020-04-03,101.9000015,103.0979996,93.6780014,96.0019989,112810500,0,0,,,,,,,
2020-04-06,102.2399979,104.1999969,99.59200287,103.2480011,74509000,0,0,,,,,,,
2020-04-07,109,113,106.4680023,109.0899963,89599000,0,0,,,,,,,
2020-04-08,110.8399963,111.4420013,106.6660004,109.7679977,63280000,0,0,,,,,,,
2020-04-09,112.4179993,115.0360031,111.4219971,114.5999985,68250000,0,0,,,,,,,
2020-04-13,118.0319977,130.3999939,116.1060028,130.1900024,112377000,0,0,,,,,,,
2020-04-14,139.7940063,148.3760071,138.4859924,141.9779968,152882500,0,0,,,,,,,
2020-04-15,148.3999939,150.6260071,142,145.9660034,117885000,0,0,,,,,,,
2020-04-16,143.3880005,151.8899994,141.3439941,149.0420074,103289500,0,0,,,,,,,
2020-04-17,154.4559937,154.9900055,149.5319977,150.7779999,65641000,0,0,,,,,,,
2020-04-20,146.5399933,153.1139984,142.4420013,149.2720032,73733000,0,0,,,,,,,
2020-04-21,146.0240021,150.6660004,134.7579956,137.3439941,101045500,0,0,,,,,,,
2020-04-22,140.7960052,146.8000031,137.7420044,146.4219971,70827500,0,0,,,,,,,
2020-04-23,145.5200043,146.8000031,140.6260071,141.1260071,66183500,0,0,,,,,,,
2020-04-24,142.1620026,146.1459961,139.6360016,145.0299988,66060000,0,0,,,,,,,
2020-04-27,147.5220032,159.897995,147,159.75,103407000,0,0,,,,,,,
2020-04-28,159.128006,161,151.3379974,153.8240051,76110000,0,0,,,,,,,
2020-04-29,158.0339966,160.6399994,156.6320038,160.102005,81080000,0,0,,,,,,,
2020-04-30,171.0379944,173.9640045,152.6999969,156.3760071,142359500,0,0,,,,,,,
2020-05-01,151,154.5540009,136.6080017,140.2640076,162659000,0,0,,,,,,,
2020-05-04,140.1999969,152.3999939,139.6000061,152.2380066,96185500,0,0,,,,,,,
2020-05-05,157.9579926,159.7839966,152.4360046,153.6419983,84958500,0,0,,,,,,,
2020-05-06,155.3000031,157.9600067,152.2220001,156.5160065,55616000,0,0,,,,,,,
2020-05-07,155.4420013,159.2799988,154.4700012,156.0079956,57638500,0,0,,,,,,,
2020-05-08,158.7539978,164.8000031,157.4019928,163.8840027,80432500,0,0,,,,,,,
2020-05-11,158.102005,164.8000031,157,162.2579956,82598000,0,0,,,,,,,
2020-05-12,165.3999939,168.6580048,161.6000061,161.8820038,79534500,0,0,,,,,,,
2020-05-13,164.1660004,165.1999969,152.6600037,158.1920013,95327500,0,0,,,,,,,
2020-05-14,156,160.6719971,152.8000031,160.6660004,68411000,0,0,,,,,,,
2020-05-15,158.0700073,161.0099945,157.3099976,159.8339996,52592000,0,0,,,,,,,
2020-05-18,165.5559998,166.9440002,160.776001,162.7259979,58329000,0,0,,,,,,,
2020-05-19,163.0339966,164.4140015,161.2160034,161.602005,48182500,0,0,,,,,,,
2020-05-20,164.1000061,165.1999969,162.3600006,163.1119995,36546500,0,0,,,,,,,
2020-05-21,163.1999969,166.5,159.1999969,165.5200043,61273000,0,0,,,,,,,
2020-05-22,164.4340057,166.3560028,162.3999939,163.3760071,49937500,0,0,,,,,,,
2020-05-26,166.8999939,166.9199982,163.1419983,163.7740021,40448500,0,0,,,,,,,
2020-05-27,164.1719971,165.5420074,157,164.0460052,57747500,0,0,,,,,,,
2020-05-28,162.7019958,164.9499969,160.3379974,161.1620026,36278000,0,0,,,,,,,
2020-05-29,161.75,167,160.8419952,167,58822500,0,0,,,,,,,
2020-06-01,171.6000061,179.8000031,170.8200073,179.6199951,74697500,0,0,,,,,,,
2020-06-02,178.9400024,181.7319946,174.1999969,176.3119965,67828000,0,0,,,,,,,
2020-06-03,177.6239929,179.5879974,176.0200043,176.5919952,39747500,0,0,,,,,,,
2020-06-04,177.9759979,179.1499939,171.6880035,172.8760071,44438500,0,0,,,,,,,
2020-06-05,175.5679932,177.3040009,173.2400055,177.1320038,39059500,0,0,,,,,,,
2020-06-08,183.8000031,190,181.8320007,189.9839935,70873500,0,0,,,,,,,
2020-06-09,188.0019989,190.8880005,184.7859955,188.1340027,56941000,0,0,,,,,,,
2020-06-10,198.3760071,205.4960022,196.5,205.0099945,92817000,0,0,,,,,,,
2020-06-11,198.0399933,203.7920074,194.3999939,194.5679932,79582500,0,0,,,,,,,
2020-06-12,196,197.595993,182.5200043,187.0559998,83817000,0,0,,,,,,,
2020-06-15,183.5579987,199.7680054,181.6999969,198.1799927,78486000,0,0,,,,,,,
2020-06-16,202.3699951,202.576004,192.4779968,196.4259949,70255500,0,0,,,,,,,
2020-06-17,197.5420074,201,196.5140076,198.3580017,49454000,0,0,,,,,,,
2020-06-18,200.6000061,203.8399963,198.8939972,200.7920074,48759500,0,0,,,,,,,
2020-06-19,202.5559998,203.1940002,198.2680054,200.1799927,43398500,0,0,,,,,,,
2020-06-22,199.9900055,201.776001,198.0039978,198.8639984,31812000,0,0,,,,,,,
2020-06-23,199.776001,202.3999939,198.802002,200.3560028,31826500,0,0,,,,,,,
2020-06-24,198.8220062,200.1759949,190.628006,192.1699982,54798000,0,0,,,,,,,
2020-06-25,190.8540039,197.1959991,187.4299927,197.1959991,46272500,0,0,,,,,,,
2020-06-26,198.9559937,199,190.973999,191.947998,44274500,0,0,,,,,,,
2020-06-29,193.802002,202,189.7039948,201.8699951,45132000,0,0,,,,,,,
2020-06-30,201.3000031,217.5379944,200.7460022,215.9620056,84592500,0,0,,,,,,,
2020-07-01,216.6000061,227.0659943,216.1000061,223.9259949,66634500,0,0,,,,,,,
2020-07-02,244.2960052,245.6000061,237.1199951,241.7319946,86250500,0,0,,,,,,,
2020-07-06,255.3379974,275.5580139,253.2079926,274.3160095,102849500,0,0,,,,,,,
2020-07-07,281.0020142,285.8999939,267.3420105,277.9719849,107448500,0,0,,,,,,,
2020-07-08,281,283.4519958,262.2680054,273.1759949,81556500,0,0,,,,,,,
2020-07-09,279.3980103,281.7120056,270.256012,278.8559875,58588000,0,0,,,,,,,
2020-07-10,279.2000122,309.7839966,275.2019958,308.9299927,116688000,0,0,,,,,,,
2020-07-13,331.7999878,358.9979858,294.2219849,299.4119873,194927000,0,0,,,,,,,
2020-07-14,311.2000122,318,286.2000122,303.3599854,117090500,0,0,,,,,,,
2020-07-15,308.6000061,310,291.3999939,309.2019958,81839000,0,0,,,,,,,
2020-07-16,295.4320068,306.3420105,293.2000122,300.1279907,71504000,0,0,,,,,,,
2020-07-17,302.6900024,307.5020142,298,300.1679993,46650000,0,0,,,,,,,
2020-07-20,303.802002,330,297.6000061,328.6000061,85607000,0,0,,,,,,,
2020-07-21,327.9859924,335,311.6000061,313.6719971,80536000,0,0,,,,,,,
2020-07-22,319.7999878,325.2839966,312.3999939,318.4660034,70805500,0,0,,,,,,,
2020-07-23,335.7900085,337.7999878,296.1539917,302.6140137,121642500,0,0,,,,,,,
2020-07-24,283.2019958,293,273.3080139,283.3999939,96983000,0,0,,,,,,,
2020-07-27,287,309.5880127,282.6000061,307.9200134,80243500,0,0,,,,,,,
2020-07-28,300.7999878,312.9400024,294.8840027,295.2980042,79043500,0,0,,,,,,,
2020-07-29,300.2000122,306.9620056,297.3999939,299.821991,47134500,0,0,,,,,,,
2020-07-30,297.6000061,302.6480103,294.2000122,297.4979858,38105000,0,0,,,,,,,
2020-07-31,303,303.4100037,284.1960144,286.1520081,61041000,0,0,,,,,,,
2020-08-03,289.8399963,301.9620056,288.8760071,297,44046500,0,0,,,,,,,
2020-08-04,299.0020142,305.4819946,292.3999939,297.3999939,42075000,0,0,,,,,,,
2020-08-05,298.5979919,299.9679871,293.6619873,297.0039978,24739000,0,0,,,,,,,
2020-08-06,298.1659851,303.4620056,295.4519958,297.9159851,29961500,0,0,,,,,,,
2020-08-07,299.9079895,299.9500122,283.0020142,290.5419922,44482000,0,0,,,,,,,
2020-08-10,289.6000061,291.5,277.1679993,283.7139893,37611500,0,0,,,,,,,
